title,seafood,salad,cream_based,asian,baking_goods,meat,italian,mexican
Open Face Mozzarella Sandwich,0,0,0,0,0,0,0.991336644,0
Nippy Pork Salad,0,0,0,0,0,0.993055403,0,0
Sassy Tailgate Sandwiches,0,0,0,0,0,0.333652854,0,0.66236788
Beef Chimichangas,0,0,0,0.599063873,0.394327819,0,0,0
Fiesta Pita,0,0,0,0.711912632,0,0,0,0.276275933
Irish Tacos,0.348759413,0,0,0.643814445,0,0,0,0
Jims Cheddar Onion Soda Bread,0,0,0,0,0,0,0,0.988486469
Teriyaki Pineapple Turkey Burgers,0,0,0.246793821,0,0,0,0,0.743337214
Chili Relleno Casserole,0,0,0,0.303862482,0,0,0,0.68766284
Omuraisu Japanese Rice Omelet,0,0,0.271583706,0,0,0,0.720989466,0
Cranberry And Cilantro Quinoa Salad,0,0,0.362445086,0.631602168,0,0,0,0
Tackee Davids Split Pea With Ham,0,0,0,0,0.993054867,0,0,0
Speedy Chili Pot Pie,0,0,0,0,0,0,0,0.990112603
Black Eyed Pea Soup,0,0,0,0.995357871,0,0,0,0
Tuscan Chard And Cannellini Bean Soup,0,0,0,0.527158201,0,0,0.469110042,0
Curry Split Pea Soup,0.167175263,0,0,0,0.691036522,0,0.13867873,0
Jalapeno Popper Grilled Cheese Sandwich,0,0,0,0,0,0,0.991335511,0
Ashleys African Peanut Soup,0,0,0.189785033,0.362147331,0.44569549,0,0,0
Donnas Nest Eggs,0,0,0,0,0,0.17492424,0,0.813263118
Walnut And Roasted Ham Linguine,0,0,0,0,0,0,0.993055284,0
Antipasto Salad Platter,0,0,0,0,0,0,0.995646358,0
Rhubarb Salsa,0,0,0,0.637372136,0,0.34792161,0,0
Vegan Carrot Curry Soup,0,0,0.9862203,0,0,0,0,0
Butchs Strawberry Avocado Salsa,0,0.187068015,0,0.80112052,0,0,0,0
Sopa De Fideos,0,0,0,0.992289722,0,0,0,0
Kristens Bacon Ranch Potato Salad,0,0,0,0,0.556127965,0,0,0.434003413
Jans Pretzel Dogs ,0,0,0,0,0,0,0,0.993055403
Creamy Summer Squash Soup,0.400382459,0,0,0.593008757,0,0,0,0
Roasted Beet And Potato Soup,0.43843767,0,0,0,0.556975067,0,0,0
Greek Couscous,0,0,0,0.994204581,0,0,0,0
Chicago Macaroni Salad ,0.995646596,0,0,0,0,0,0,0
Sardines With Sun Dried Tomato And Capers,0,0,0,0.993055403,0,0,0,0
Spicy Chipotle Turkey Wraps,0,0,0,0,0,0.64402169,0,0.348552167
Shanghai Noodle Salad,0,0,0.994204998,0,0,0,0,0
Cool Summer Cucumber And Tomato Toss,0,0,0,0,0,0,0.990112782,0
Roast Beef Panini With Caramelized Shallots And Roquefort,0,0,0,0,0.451418817,0.544849396,0,0
Red Lentil And Yellow Split Pea Soup Made With A Pressure Cooker ,0.990112841,0,0,0,0,0,0,0
Pizza Buns,0,0,0,0,0,0,0.990112841,0
Mile High Green Chili,0,0,0,0.818561375,0,0.178838775,0,0
Turkey Carcass Soup,0,0,0,0.25264442,0.74194032,0,0,0
Chiliville Chili,0,0,0,0,0.447859585,0,0.5471735,0
Spicy Cream Of Asparagus Soup,0,0,0,0,0.803139687,0.191893339,0,0
Spicy Tahini Sauce With Kale Sea Vegetables And Soba Noodles,0,0,0.886403203,0,0,0,0.109865099,0
Spicy Lentil Soup,0,0,0,0.995028377,0,0,0,0
Fig And Arugula Salad,0,0,0,0,0,0,0.982839346,0
Bean Rarebit,0.269008785,0,0,0.172382012,0,0,0,0.553102493
Cheesy Potato Pancakes,0,0,0,0,0.444374502,0,0,0.551364064
Apple Potato Pancakes,0,0,0,0,0.993055522,0,0,0
Quinoa Black Bean Burgers,0,0,0,0.993055463,0,0,0,0
Fennel Apple Salad,0.995028019,0,0,0,0,0,0,0
English Tea Cucumber Sandwiches,0.167931825,0,0,0,0,0,0.826115549,0
Mediterranean Brown Rice Salad,0.223168358,0,0.147343576,0,0,0,0.625936627,0
Prosciutto And Provolone Panini Sandwiches,0,0,0,0,0,0,0.993680775,0
Delicious Avocado Egg Salad,0.98622036,0,0,0,0,0,0,0
Morgans Waldorf Salad,0.389644533,0,0,0,0,0,0,0.603747368
Elises Favorite Waldorf Salad,0,0,0,0,0.567147493,0,0,0.422983468
Edamame Fresca,0,0,0.257023454,0.739657879,0,0,0,0
Homemade Deviled Ham Sandwiches,0,0,0,0,0,0.993682146,0,0
Homemade Deviled Ham Spread,0.993682265,0,0,0,0,0,0,0
Simple Tasty Pasta Salad,0,0,0,0,0,0,0.991336346,0
Veggie Pasta Salad,0,0,0,0.995646596,0,0,0,0
Oriental Edamame Salad,0,0,0.859469831,0.136551008,0,0,0,0
Chickpea And Edamame Salad,0,0,0.836000204,0,0.160268053,0,0,0
Quick Edamame Salad,0,0,0,0.514273584,0,0,0.481994927,0
Creamy Tomato Tuna Penne Pasta,0,0,0,0,0,0,0.995028257,0
Crunchy Bok Choy Salad,0,0,0.98848635,0,0,0,0,0
Cauliflower And Egg Salad,0.9942047,0,0,0,0,0,0,0
Creamy Cauliflower And Asiago Soup,0,0,0,0,0.992290735,0,0,0
Cinco De Mayo Salad,0.14548105,0,0,0.385498196,0,0,0.466756105,0
Vegan Black Bean Quesadillas,0,0,0,0.99368149,0,0,0,0
Shrimp Quesadillas,0,0,0,0.99535805,0,0,0,0
Mushroom And Goat Cheese Quesadillas,0,0,0,0.116712123,0.145633429,0,0.734338582,0
Easy Homemade Pastrami,0,0,0.147175908,0,0,0.846871555,0,0
Japanese Tamago Egg,0,0,0.991336584,0,0,0,0,0
Hummus And Artichoke Wrap,0,0,0,0,0,0,0.990110815,0
Spicy Black Bean Salad,0,0,0,0.992290735,0,0,0,0
Rush Hour Refried Beans,0,0,0,0.982842982,0,0,0,0
Spicy Cheesy Refried Beans,0,0,0,0.280595779,0,0,0.710929334,0
Creamy Macaroni Salad,0.266454279,0,0,0.413015544,0.316978782,0,0,0
Lower Fat Amish Macaroni Salad,0.991336524,0,0,0,0,0,0,0
Mediterranean Three Bean Salad,0.144530475,0,0,0.849517047,0,0,0,0
Three Bean Salad With Celery,0,0,0,0.993682206,0,0,0,0
Vegan Black Bean Burgers,0,0,0,0.708954394,0,0,0,0.287066668
Great Grilled Smoky Vegetables With Avocado And Goat Cheese Crumbles,0,0,0,0.64102149,0,0,0.353563309,0
Hamburguesas Mexicanas,0,0,0,0.474846274,0,0,0.52117461,0
Picnic Potato Salad With No Mayonnaise,0.502218008,0,0,0,0,0,0.492366701,0
Picnic Marinated Summer Slaw,0,0,0.272675097,0.722357988,0,0,0,0
Salad Stuffed Shells,0,0,0,0,0,0,0.992289782,0
Savory Portobello Mushroom Burgers ,0,0,0,0,0,0,0.993682206,0
Roasted Asparagus Prosciutto And Egg,0,0,0,0,0,0,0.99011296,0
Pasta Salad A La Honeybear,0,0,0,0,0,0,0.995901406,0
Herb Watermelon Feta Salad,0,0,0,0.151726395,0,0,0.843306184,0
Louisiana Crawfish Bisque,0,0,0,0.218137011,0.777601302,0,0,0
California Tortilla Pizzas,0,0,0,0.735639274,0,0,0,0.254492193
Mediterranean Zucchini And Chickpea Salad,0,0,0,0,0,0,0.995901406,0
Deception Pass Curried Lentil Soup,0,0,0.352952659,0.642459989,0,0,0,0
Lebanese Bean Salad,0,0,0,0.991336465,0,0,0,0
Kale Salad,0,0,0.502438188,0,0,0,0.490135908,0
Crunchy Romaine Salad,0,0,0.994205058,0,0,0,0,0
Simple Stromboli,0,0,0,0,0,0.094959192,0.900073588,0
Blueberry Spinach Salad,0.218455911,0,0,0,0,0,0.774935782,0
Mushroom And Swiss Burger,0,0,0,0,0.442569584,0,0.550004542,0
Mushroom Cheeseburger Calzones,0.450646907,0,0.107476451,0,0,0,0.438325256,0
Chipotle Burgers With Avocado Salsa,0,0,0,0.278528392,0.1841847,0.533464193,0,0
Backyard Cooper Burgers,0,0,0,0.986220419,0,0,0,0
Best Ever Cilantro Corn Salsa,0,0,0,0.994648039,0,0,0,0
Moms Mashed Potato Salad,0.995028377,0,0,0,0,0,0,0
Lemony Lentils With Kale,0.143706322,0,0,0.850878477,0,0,0,0
Whole Rice And Lentils Majadara,0,0,0.581278861,0.41211313,0,0,0,0
Italian Tomato Cucumber Salad,0,0,0,0.988486767,0,0,0,0
Japanese Restaurant Cucumber Salad,0,0,0.988486528,0,0,0,0,0
Skillet Summer Squash,0,0,0,0.986219466,0,0,0,0
Lcs Sweet Potato Fries,0,0,0,0,0,0,0.990112662,0
Spicy Doritor Taco Salad,0,0,0,0.62678045,0,0.369240463,0,0
Mexicali Pasta Salad,0,0,0,0.908141255,0,0,0.08689151,0
Fast Fresh Grape Tomato Salad,0,0,0.98622036,0,0,0,0,0
Ninas Cucumber Salad,0.991336584,0,0,0,0,0,0,0
Mediterranean Style Roasted Red Pepper And Lentil Salad,0.790100455,0,0,0.207053185,0,0,0,0
Classic Italian Pasta Salad,0,0,0,0,0.990111411,0,0,0
Baja Fish Tacos From Kraftr,0,0,0,0.986218512,0,0,0,0
Summery Bean Salad,0,0,0,0.990112841,0,0,0,0
Lawn Mower Salad,0,0,0.82062465,0.170900255,0,0,0,0
French Veggie Loaf,0,0,0,0,0,0,0.655612588,0.340408355
Heathers Updated Potato Salad,0.991336286,0,0,0,0,0,0,0
Light And Easy Greek Potato Salad,0,0,0,0,0.290085584,0,0.703306496,0
Amys Creamy Black Bean Corn Salsa,0,0,0,0.990112901,0,0,0,0
Honey Mustard Macaroni Salad,0.829299212,0,0,0,0,0,0,0.165285513
Arabic Fattoush Salad,0.548191369,0,0,0,0,0,0.376983494,0.072334729
Yummy Grilled Asparagus,0.69765079,0,0,0,0,0,0.292479664,0
Fully Loaded Deviled Eggs,0.70237112,0,0,0,0,0,0,0.293650031
Deviled Eggs   Mexican Devils,0.993682206,0,0,0,0,0,0,0
Green Gazpacho,0,0,0,0.990112901,0,0,0,0
Luckys Gazpacho,0.488528758,0,0,0,0,0.139858603,0.368296921,0
Light Spaghetti Salad,0,0,0,0,0,0,0.991336524,0
Vermicelli Noodle Bowl,0,0,0.995646358,0,0,0,0,0
Jeffs Hot Dog Chili,0,0,0.977272689,0,0,0,0,0
Southern Fried Cabbage With Bacon Mushrooms And Onions,0,0,0,0,0.9862203,0,0,0
Lentil Salad With A Persian Twist,0,0,0,0.778035283,0,0.216549322,0,0
Ramen Slaw,0,0,0.990112424,0,0,0,0,0
Cilantro Lime Quinoa,0,0,0,0.993055463,0,0,0,0
Almost Authentic Caesar Salad,0.19639492,0,0,0,0,0.152325198,0.647140741,0
Warm Dijon Potato Salad,0.993682265,0,0,0,0,0,0,0
Crunchy Romaine Toss,0,0,0.809282124,0,0,0,0,0.185750708
Smiling Caprese Salad,0,0,0,0,0,0,0.993055165,0
Caprese Salad With Balsamic Reduction,0,0,0,0,0,0,0.991336644,0
Pantry Curried Quinoa With Garbanzo Beans And Roasted Peppers,0,0,0,0.99011296,0,0,0,0
Kims Summer Cucumber Pasta Salad,0.569973409,0,0.422600776,0,0,0,0,0
Cucumber Honeydew Salad,0.991336584,0,0,0,0,0,0,0
Edamame Bean Salad,0,0,0,0.993055105,0,0,0,0
Halibut Soft Tacos,0,0,0,0.993682265,0,0,0,0
Roasted Red Potato Salad,0.993055522,0,0,0,0,0,0,0
The Last Caesar Salad Recipe Youll Ever Need,0.78190732,0,0,0,0,0.212140009,0,0
Tomato And Feta Salad,0,0,0,0,0,0,0.992290676,0
Chef Johns White Gazpacho,0,0,0,0,0,0,0.994205177,0
Summer Tomato Pie,0,0,0,0,0,0,0.990112901,0
Traditional Pita Breads,0,0,0,0,0,0,0,0.986220002
1 Pea Salad Most Requested,0.986218452,0,0,0,0,0,0,0
Bacon Potato Salad With Ranch,0.829356253,0,0,0,0,0,0,0.166056335
Cream Of Carrot Soup,0,0,0.113214947,0,0.881818116,0,0,0
Savory Couscous Tabbouleh,0,0,0,0.993681908,0,0,0,0
Mini Frittatas With Quinoa,0,0,0,0.58499974,0,0,0,0.406525463
Avocado Gazpacho,0.399579585,0,0,0.597432256,0,0,0,0
Great N Easy Gazpacho,0,0,0,0.994205296,0,0,0,0
Chef Bevskis Greek Salad,0.129302427,0,0,0.553993165,0,0,0.314083755,0
Greek Salad The Best,0.333089352,0,0,0,0,0,0.6631791,0
Caramelized Butternut Squash Soup,0.383779317,0,0,0,0.610805452,0,0,0
San Francisco Style Bagels,0,0,0,0,0,0,0,0.991336584
Pepperoni Meatza,0,0,0,0,0,0,0.991336644,0
Fat Grannys Minestrone Soup,0,0,0,0.748064399,0,0,0.249443844,0
Dill Cucumber Salad,0.565800846,0,0,0,0.422387958,0,0,0
Parmesan Brussels Sprouts,0.991335988,0,0,0,0,0,0,0
Pretzel Bread,0,0,0,0,0,0,0,0.990112126
Black Bean Tacos,0,0,0,0.990112782,0,0,0,0
Mamas Hearty Minestrone,0,0,0,0.995901644,0,0,0,0
Blt Bow Tie Salad,0.343852639,0,0,0.647672534,0,0,0,0
Bacon Lettuce And Tomato Macaroni Salad,0,0,0,0.48869592,0,0,0.503878236,0
Purple Cabbage Salad,0,0,0.990112841,0,0,0,0,0
Cauliflower Ceviche,0.051553965,0,0.322382152,0.621924222,0,0,0,0
Spinach And Cauliflower Bhaji,0,0,0.258575529,0.737162232,0,0,0,0
Cajun Shrimp,0,0,0,0.991336584,0,0,0,0
Savory Sweet Potato Fries,0,0,0,0,0.252196223,0,0.740377724,0
Zesty Quinoa Salad,0,0,0,0.991336524,0,0,0,0
Grandsr Easy Taco Melts,0,0,0,0,0,0,0,0.991334617
Grandsr Mini Pizzas,0,0,0,0,0,0,0.988483429,0
No Fuss Turkey Noodle Soup,0,0,0,0.231505319,0.764232993,0,0,0
Roasted Cauliflower And Leek Soup,0,0,0,0,0.9942047,0,0,0
Cranberry Pear Salad,0,0,0,0,0,0,0.99133569,0
Tonyas Terrific Sloppy Joes,0,0,0,0,0,0.988486707,0,0
Stir Fried Bok Choy,0,0,0,0,0,0.639318347,0,0.350813121
Sonnys Waldorf Turkey Salad,0,0,0,0,0.415705591,0,0.575819373,0
Creamy Taco Roll Ups,0,0,0,0.992290616,0,0,0,0
Acorn Squash Wonder Tacoschalupas,0,0,0,0.995027661,0,0,0,0
10 Minute Tomato Basil Salad,0,0,0,0,0,0,0.990112901,0
The Dipper,0,0,0,0,0,0,0.995028079,0
Toasted Cuban Sandwich ,0.248929575,0,0,0.188493952,0,0.236629769,0.324412793,0
Nannys Grape Salad,0,0,0,0,0,0,0.977272272,0
Spiced Tomato Soup,0,0,0,0.48056522,0,0,0,0.504728615
Creamy Carolina Potato Salad,0.656996965,0,0,0,0.338036031,0,0,0
Turkey Sloppy Joes,0,0,0,0,0,0.992290556,0,0
5 Cup Salad,0,0,0,0,0,0,0,0.98284173
Paleo Chorizo Sweet Potato And Kale Stew,0.892169416,0,0.10292232,0,0,0,0,0
Cucumber Salad With Dill Vinaigrette,0.993055105,0,0,0,0,0,0,0
Thanksgiving Spinach Salad,0.559196651,0,0,0,0,0,0.43093282,0
Mandarin Orange Watergate Salad,0,0.988486111,0,0,0,0,0,0
Bacon Dijon Egg Salad Sandwich,0.993682146,0,0,0,0,0,0,0
Parmesan Basil Tomato Soup,0,0,0,0,0.585865915,0,0.407526046,0
Tomato Basil Soup,0,0,0,0.485354334,0.510058403,0,0,0
Quinoa Salad With Mint Almonds And Cranberries,0.514016986,0,0,0,0,0,0.480567396,0
Kale With Kiwi,0,0,0.341000706,0,0,0,0.651571274,0
Potato Rolls,0,0,0,0,0.457510799,0,0,0.530678093
Savory Pumpkin Hummus,0,0,0,0.990112364,0,0,0,0
New England Razor Clam Chowder,0,0,0,0,0.99368161,0,0,0
Winter Green Salad,0,0,0.484235197,0,0,0,0.510348976,0
Quiche With Leeks Mushrooms And Sweet Potatoes,0,0,0,0,0.511463284,0,0.484274894,0
Roasted Beet Avocado And Pistachio Salad,0,0,0,0,0,0,0.995357931,0
Ignacios Super Peanut Butter And Jelly Sandwich,0,0,0,0,0,0,0,0.982842147
Creamy Cucumber Tomato Salad,0.706408441,0,0,0.286165088,0,0,0,0
Norris Sesame Pasta Salad,0,0,0.848989487,0.146423325,0,0,0,0
Greek Pulled Pork,0,0,0,0,0,0.986218214,0,0
Mommas Pasta And Shrimp Salad,0.6750561,0,0,0,0,0,0.316469163,0
Amazingly Good And Healthy Tuna Salad,0.4562428,0,0,0,0,0,0.536330998,0
Polish Link Sausage And Cabbage,0,0,0,0,0.671026945,0.314266741,0,0
My Favorite Sloppy Joes,0,0,0,0,0,0.988486767,0,0
Easy Asian Pasta Salad,0,0,0.995028377,0,0,0,0,0
Hearty Italian Meatball Soup,0,0,0,0,0,0,0.99305433,0
Hawaiian Style Sausage And Rice,0,0,0,0.738892615,0,0.256845862,0,0
Sausage Potato And Kale Soup,0,0,0,0,0.991336584,0,0,0
Oktoberfest Potato Salad,0.273436368,0,0,0,0.721596658,0,0,0
Cold Lentil Salad,0,0,0.184867725,0.228392571,0,0,0.583188355,0
Strawberry Spinach Salad With Feta And Bacon,0,0,0,0,0,0,0.986219347,0
Pesto Spaghetti Squash,0,0,0,0,0,0,0.992290735,0
Chef Johns Raw Kale Salad,0.993681371,0,0,0,0,0,0,0
Cauliflower Couscous,0.982842505,0,0,0,0,0,0,0
Hearty Caesar Salad,0.241146609,0,0,0,0,0,0.751427531,0
Pineapple Rocket Salad,0,0,0,0,0,0.988486707,0,0
Beet And Arugula Salad,0.990112722,0,0,0,0,0,0,0
Wild Rocket Arugula And Parmesan Salad,0,0,0,0,0,0,0.991336405,0
Open Faced Egg Sandwiches With Arugula Salad,0.988486767,0,0,0,0,0,0,0
Avocado Feta Salad,0,0,0,0,0,0,0.982843041,0
Baja Style Fish Tacos,0,0,0,0.996513307,0,0,0,0
Apple And Zucchini Salad,0,0,0.46597451,0.528073013,0,0,0,0
Tuna Cado,0,0,0,0,0.935185015,0,0,0
Caprese Salad With Grilled Flank Steak,0,0,0,0,0,0,0.995028317,0
Pesto Pasta Caprese Salad,0,0,0,0,0,0,0.993054748,0
Patriotic Pasta,0,0,0,0,0,0,0.872924149,0.123562761
Yummy Summer Pea Salad,0.153807521,0,0.411573917,0,0,0,0,0.430479318
Mels Crab Salad,0.977271855,0,0,0,0,0,0,0
Original Old Bayr Coleslaw,0,0,0,0.988486588,0,0,0,0
Honey Dijon Mustard And Poppy Seed Coleslaw With Cranberries And Toasted Almonds,0.505136371,0,0.371087313,0.119953506,0,0,0,0
Traditional Creamy Coleslaw,0.78696245,0,0.208070412,0,0,0,0,0
Cilantro Lime Coleslaw,0,0,0.982842982,0,0,0,0,0
Easy Corn Salad   Great Side For Bbqs,0,0,0,0.995028317,0,0,0,0
Velveetar Cheesy Broccoli Soup,0,0,0,0,0.109985672,0,0,0.880145371
Easy Portuguese Kale Soup,0,0,0,0.994647861,0,0,0,0
Lettuce Leaf Tacos,0,0,0,0.992290735,0,0,0,0
Grandma Sherrills Bagels,0,0,0,0,0,0,0,0.9862203
Light Avocado Egg Salad,0.977272689,0,0,0,0,0,0,0
Roasted Beet And Kale Salad,0.212605119,0,0.299205899,0,0,0.246765614,0.239081234,0
Asparagus Lemon And Mint Soup,0.868609488,0,0,0,0.124782398,0,0,0
Taco Turkey Wraps,0,0,0,0,0,0,0,0.990111768
Tortellini And Artichoke Salad,0.402777642,0,0,0,0,0,0.592255116,0
Chef Johns Pita Bread,0,0,0,0,0,0,0.608672023,0.383902192
Easy Mini Bagel Pizzas,0,0,0,0,0,0,0.982842684,0
Spinach And Mandarin Orange Salad,0,0,0,0,0,0,0.99464798,0
Bacon And Eggs Potato Salad,0.417247504,0,0,0,0.575326622,0,0,0
Potato Salad,0.993682146,0,0,0,0,0,0,0
Bobs Sweet Pepper Skillet,0,0,0.1256814,0.869351685,0,0,0,0
Apple Baked Beans,0,0,0,0.182720467,0,0.807410896,0,0
Shredded Apple Carrot Salad,0.473370552,0,0,0,0,0.520676434,0,0
Japanese Cucumber Salad Sunomono,0,0,0.986220181,0,0,0,0,0
Easy Cold Cucumber Soup,0.986220121,0,0,0,0,0,0,0
Sarahs Ambrosia Fruit Salad,0,0,0,0,0,0,0,0.986218035
Bellepeppers Orzo And Wild Rice Salad,0,0,0.539742529,0.457269192,0,0,0,0
Shrimp And Pasta Shell Salad,0.99535799,0,0,0,0,0,0,0
Peas And Pancetta,0,0,0,0,0.991335809,0,0,0
Refreshing Korean Cucumber Salad,0.585972846,0,0.409060091,0,0,0,0,0
Hawaiian Burgers,0,0,0,0,0,0.982842088,0,0
Cranberry Thanksgiving Turkey Sandwich,0,0,0.327774137,0,0,0,0,0.660414338
Individual Greek Pita Pizzas,0,0,0,0,0,0,0.992290676,0
Homemade Hamburger Buns ,0,0,0.249464333,0,0,0,0,0.745120466
Chef Johns Beef Sliders,0,0,0,0,0,0.9942047,0,0
Peach Salad With Raspberry Vinaigrette,0,0,0,0,0,0,0.986218929,0
Turkey Joes,0,0,0,0,0,0.990112841,0,0
Kale Apple Avocado And Bacon Salad,0.571696401,0,0,0,0,0.422887802,0,0
Grilled Turkey Cuban Sandwiches,0.234577611,0,0,0,0,0,0.761160076,0
Fresh Fruit Salad With Honey Lime Dressing,0.139803007,0.450662851,0.405021161,0,0,0,0,0
Tor Tunas,0.845510185,0,0,0,0,0,0,0.147063404
Creamy Potato Sausage Soup,0,0,0,0,0,0,0.248186529,0.747225881
Authentic Thai Steak Salad,0.314953625,0,0.678438306,0,0,0,0,0
Rosa Marina Fruit Salad,0.320324928,0.420799494,0,0,0,0,0,0.254362702
The Talk Of The Potluck Kale And Apple Salad,0,0,0.742131174,0,0,0,0.252901375,0
Mushroom Veggie Burger,0,0,0,0,0,0,0.994205296,0
Pasta E Fagioli Ala Weeble,0,0,0,0.461485952,0,0,0.532561362,0
Bacon Pea Salad,0,0,0,0,0.98622036,0,0,0
Cranberry And Turkey Salad,0.459859759,0,0,0,0.520657659,0,0,0
Mexican Turkey Soup,0,0,0,0.988486707,0,0,0,0
Rockin Carrot Sweet Potato And Ginger Soup,0,0,0.178743884,0,0.671227276,0,0,0.145889655
Octodogs,0,0,0,0,0,0.935182214,0,0
Grilled Pork Tacos Al Pastor ,0,0,0.244913101,0.378175139,0,0.375130832,0,0
King Of The Hill Fritor Pie,0,0,0,0.829961777,0,0,0,0.161562786
Freezer Slaw,0,0,0.425535649,0.233753994,0.336571187,0,0,0
How To Make A Tuna Melt ,0,0,0,0,0.189041331,0,0.806696951,0
How To Make Cheese Sticks ,0,0,0,0,0,0,0.993054867,0
Cream Of Potato With Chorizo And Kale Soup,0,0,0,0,0.994648337,0,0,0
How To Make Tomato Bisque,0,0,0,0.513242185,0.483613074,0,0,0
Better Than Zuppa Toscana,0,0,0,0,0.994204342,0,0,0
Great Northern Bean Soup,0,0,0,0.512284219,0.483128577,0,0,0
Chopped Cashew Salad,0.131135494,0,0,0,0,0,0.863897383,0
California Tacos,0,0,0,0.994205177,0,0,0,0
Persimmon And Pomegranate Salad,0,0,0.35872823,0,0,0,0.635317743,0
Roasted Beets With Goat Cheese And Walnuts,0,0,0,0,0,0,0.992289782,0
Pasta With Spinach And Chickpeas,0,0,0,0,0,0,0.992290735,0
Quinoa Burgers,0.493124694,0,0,0,0,0,0.499449372,0
Good And Easy Sloppy Joes,0,0,0.966345906,0,0,0,0,0
Low Carb Cheddar And Garlic Cauliflower Mash,0,0,0,0,0.991336524,0,0,0
Simply Egg Salad,0,0,0,0,0.986219287,0,0,0
Caveman Stew,0,0,0,0,0.98622036,0,0,0
Chef Johns Creamy Mushroom Soup ,0,0,0,0,0.995646715,0,0,0
Loaded Egg Salad,0.676053703,0,0,0,0,0.319684595,0,0
Homemade Turkey Soup,0,0,0,0.991336167,0,0,0,0
Pressure Cooker Black Beans,0,0,0,0.297886938,0,0,0.696159601,0
Cheddar Ham Chowder,0,0,0,0,0.522852421,0,0,0.472886145
Delicious Herbed Spinach And Kale Balls,0,0,0,0,0,0,0.995028377,0
Easy Two Ingredient Pulled Pork,0,0,0,0,0,0.988486052,0,0
Amazing Mexican Quinoa Salad,0,0,0,0.995028377,0,0,0,0
Chicago Inspired Italian Beef Sandwich ,0,0,0,0,0.787792623,0,0.209062338,0
Chicago Inspired Italian Beef Sandwich,0,0,0,0,0.787791729,0,0.209063262,0
Gluten Free Elbows With Mixed Mushrooms And Italian Sausage Soup,0,0,0,0.591575623,0,0,0.402471125,0
Roasted Tomato Soup,0,0,0,0,0.41091913,0,0.583665669,0
Olivie Russian Potato Salad,0.706317961,0,0,0,0.289094508,0,0,0
Slow Cooker Pulled Pork Barbeque,0,0,0,0,0.249556661,0.740574777,0,0
Kid Pleasing Sloppy Joes,0,0,0,0,0,0.98622036,0,0
Jorges Indian Spiced Tomato Lentil Soup,0.182323083,0,0,0.812709928,0,0,0,0
Decadent Hummus,0.228406101,0,0,0.58598727,0,0,0.182497069,0
Inside Out Grilled Cheese Sandwich ,0,0,0,0,0,0,0,0.982842982
Tropical Quinoa Salsa Salad,0.613718212,0,0,0.38255012,0,0,0,0
Orzo With Sun Dried Tomatoes And Kalamata Olives,0,0,0,0.982842624,0,0,0,0
Pacific Cuban Black Beans And Rice,0,0,0,0.995646656,0,0,0,0
Chef Johns Shrimp And Grits ,0.430054069,0,0,0,0.422726363,0.144454107,0,0
Meatloaf Cupcakes,0,0,0,0.718735158,0,0,0,0.276297778
Grilled Hearts Of Romaine,0,0,0,0,0,0,0.992290258,0
Texas Style Baked Beans,0,0,0,0.559982598,0,0,0,0.435755879
Delicious Turkey Burgers,0,0,0,0,0,0,0.988486767,0
Southwest Roll Ups,0,0,0,0.992290497,0,0,0,0
Cream Of Mashed Potato Soup,0,0,0,0,0.544794977,0,0,0.445335895
Sloppy Joe Mamas,0,0,0,0.442287117,0,0.551760435,0,0
Vegan Kale And Chickpea Soup,0,0,0.643640578,0.349750817,0,0,0,0
Herbed Chickpea Salad,0.534121156,0,0,0,0,0,0.456010342,0
Spicy Shrimp Tacos,0,0,0,0.995028317,0,0,0,0
Kimchi Fried Rice Kimchi Bokkeumbap,0,0,0.726309061,0,0.268275559,0,0,0
Spinach And Strawberry Salad With Feta Cheese,0,0,0.176566705,0,0,0,0.816007137,0
Roasted Asparagus Salad With Feta Cheese,0,0,0,0,0,0,0.986220062,0
Creamy And Crunchy Tuna Salad Supreme,0,0,0,0,0,0,0.986220181,0
Split Pea Soup With Ham,0,0,0,0,0.990112901,0,0,0
Baja Salad,0.234551281,0,0,0.759496331,0,0,0,0
Apple And Bacon Grilled Cheese,0,0,0,0,0,0,0,0.982842922
Cherry Tomato Sauce With Penne ,0,0,0,0.744055808,0,0,0.251356632,0
Curried Sweet Potato And Carrot Soup,0,0,0.515863121,0,0.478721559,0,0,0
Caesar Potato Salad,0,0,0,0,0,0,0.982842982,0
Egg Salad With Avocado,0.988486648,0,0,0,0,0,0,0
Hawaiian Ham And Cheese Sliders,0,0,0,0,0,0.511208475,0,0.483824104
Spicy Curried Sweet Potato Soup Paleo And Gf Approved,0,0,0.46679467,0,0.525779247,0,0,0
Grilled Cheese De Mayo,0,0,0,0,0,0,0,0.982842922
Papas Favorite Beet Salad,0.439680696,0,0,0,0,0,0.556587934,0
Chef Johns City Chicken ,0,0,0,0,0,0.617135286,0,0.378603131
Grilled Brie And Pear Sandwich,0,0,0,0,0,0,0.991334796,0
Chef Johns Shrimp Cocktail ,0.687302649,0,0.306744874,0,0,0,0,0
Basic Italian Bean Soup,0,0,0,0.993055463,0,0,0,0
Spring Rolls With Coconut Peanut Sauce,0,0,0.99696672,0,0,0,0,0
Greek Quinoa,0,0,0,0,0,0,0.990112722,0
Crunchy Cauliflower And Tomato Salad,0.470511645,0,0,0,0,0,0.523535848,0
Top Ramenr Salad,0,0,0.991336346,0,0,0,0,0
